"date","births","year","month","day_of_month","day_of_week"
1979-01-01,8221,1979,"Jan",1,"Mon"
1979-01-02,8855,1979,"Jan",2,"Tue"
1979-01-03,9351,1979,"Jan",3,"Wed"
1979-01-04,9429,1979,"Jan",4,"Thu"
1979-01-05,9586,1979,"Jan",5,"Fri"
1979-01-06,8570,1979,"Jan",6,"Sat"
1979-01-07,8013,1979,"Jan",7,"Sun"
1979-01-08,9524,1979,"Jan",8,"Mon"
1979-01-09,9310,1979,"Jan",9,"Tue"
1979-01-10,9416,1979,"Jan",10,"Wed"
1979-01-11,9409,1979,"Jan",11,"Thu"
1979-01-12,9670,1979,"Jan",12,"Fri"
1979-01-13,8649,1979,"Jan",13,"Sat"
1979-01-14,8173,1979,"Jan",14,"Sun"
1979-01-15,9554,1979,"Jan",15,"Mon"
1979-01-16,9805,1979,"Jan",16,"Tue"
1979-01-17,9513,1979,"Jan",17,"Wed"
1979-01-18,9495,1979,"Jan",18,"Thu"
1979-01-19,9875,1979,"Jan",19,"Fri"
1979-01-20,8478,1979,"Jan",20,"Sat"
1979-01-21,8019,1979,"Jan",21,"Sun"
1979-01-22,9705,1979,"Jan",22,"Mon"
1979-01-23,9794,1979,"Jan",23,"Tue"
1979-01-24,9556,1979,"Jan",24,"Wed"
1979-01-25,9656,1979,"Jan",25,"Thu"
1979-01-26,9809,1979,"Jan",26,"Fri"
1979-01-27,8372,1979,"Jan",27,"Sat"
1979-01-28,8235,1979,"Jan",28,"Sun"
1979-01-29,9732,1979,"Jan",29,"Mon"
1979-01-30,9520,1979,"Jan",30,"Tue"
1979-01-31,9576,1979,"Jan",31,"Wed"
1979-02-01,9335,1979,"Feb",1,"Thu"
1979-02-02,9895,1979,"Feb",2,"Fri"
1979-02-03,8588,1979,"Feb",3,"Sat"
1979-02-04,8193,1979,"Feb",4,"Sun"
1979-02-05,9562,1979,"Feb",5,"Mon"
1979-02-06,9835,1979,"Feb",6,"Tue"
1979-02-07,9642,1979,"Feb",7,"Wed"
1979-02-08,9577,1979,"Feb",8,"Thu"
1979-02-09,9675,1979,"Feb",9,"Fri"
1979-02-10,8576,1979,"Feb",10,"Sat"
1979-02-11,8194,1979,"Feb",11,"Sun"
1979-02-12,9663,1979,"Feb",12,"Mon"
1979-02-13,9663,1979,"Feb",13,"Tue"
1979-02-14,10038,1979,"Feb",14,"Wed"
1979-02-15,9725,1979,"Feb",15,"Thu"
1979-02-16,9823,1979,"Feb",16,"Fri"
1979-02-17,8416,1979,"Feb",17,"Sat"
1979-02-18,8195,1979,"Feb",18,"Sun"
1979-02-19,9279,1979,"Feb",19,"Mon"
1979-02-20,10052,1979,"Feb",20,"Tue"
1979-02-21,9776,1979,"Feb",21,"Wed"
1979-02-22,9697,1979,"Feb",22,"Thu"
1979-02-23,10100,1979,"Feb",23,"Fri"
1979-02-24,8625,1979,"Feb",24,"Sat"
1979-02-25,8259,1979,"Feb",25,"Sun"
1979-02-26,9567,1979,"Feb",26,"Mon"
1979-02-27,9751,1979,"Feb",27,"Tue"
1979-02-28,9662,1979,"Feb",28,"Wed"
1979-03-01,9814,1979,"Mar",1,"Thu"
1979-03-02,9753,1979,"Mar",2,"Fri"
1979-03-03,8731,1979,"Mar",3,"Sat"
1979-03-04,8228,1979,"Mar",4,"Sun"
1979-03-05,9697,1979,"Mar",5,"Mon"
1979-03-06,9667,1979,"Mar",6,"Tue"
1979-03-07,9603,1979,"Mar",7,"Wed"
1979-03-08,9779,1979,"Mar",8,"Thu"
1979-03-09,9817,1979,"Mar",9,"Fri"
1979-03-10,8531,1979,"Mar",10,"Sat"
1979-03-11,7930,1979,"Mar",11,"Sun"
1979-03-12,9624,1979,"Mar",12,"Mon"
1979-03-13,9569,1979,"Mar",13,"Tue"
1979-03-14,9629,1979,"Mar",14,"Wed"
1979-03-15,9550,1979,"Mar",15,"Thu"
1979-03-16,9676,1979,"Mar",16,"Fri"
1979-03-17,8533,1979,"Mar",17,"Sat"
1979-03-18,8191,1979,"Mar",18,"Sun"
1979-03-19,9701,1979,"Mar",19,"Mon"
1979-03-20,10110,1979,"Mar",20,"Tue"
1979-03-21,9704,1979,"Mar",21,"Wed"
1979-03-22,9597,1979,"Mar",22,"Thu"
1979-03-23,9779,1979,"Mar",23,"Fri"
1979-03-24,8563,1979,"Mar",24,"Sat"
1979-03-25,8056,1979,"Mar",25,"Sun"
1979-03-26,9514,1979,"Mar",26,"Mon"
1979-03-27,9937,1979,"Mar",27,"Tue"
1979-03-28,9825,1979,"Mar",28,"Wed"
1979-03-29,9622,1979,"Mar",29,"Thu"
1979-03-30,9856,1979,"Mar",30,"Fri"
1979-03-31,8472,1979,"Mar",31,"Sat"
1979-04-01,8126,1979,"Apr",1,"Sun"
1979-04-02,9406,1979,"Apr",2,"Mon"
1979-04-03,9592,1979,"Apr",3,"Tue"
1979-04-04,9527,1979,"Apr",4,"Wed"
1979-04-05,9517,1979,"Apr",5,"Thu"
1979-04-06,9605,1979,"Apr",6,"Fri"
1979-04-07,8130,1979,"Apr",7,"Sat"
1979-04-08,7841,1979,"Apr",8,"Sun"
1979-04-09,9647,1979,"Apr",9,"Mon"
1979-04-10,9689,1979,"Apr",10,"Tue"
1979-04-11,9500,1979,"Apr",11,"Wed"
1979-04-12,9592,1979,"Apr",12,"Thu"
1979-04-13,9070,1979,"Apr",13,"Fri"
1979-04-14,8207,1979,"Apr",14,"Sat"
1979-04-15,7615,1979,"Apr",15,"Sun"
1979-04-16,9349,1979,"Apr",16,"Mon"
1979-04-17,9777,1979,"Apr",17,"Tue"
1979-04-18,9495,1979,"Apr",18,"Wed"
1979-04-19,9248,1979,"Apr",19,"Thu"
1979-04-20,9629,1979,"Apr",20,"Fri"
1979-04-21,8197,1979,"Apr",21,"Sat"
1979-04-22,7921,1979,"Apr",22,"Sun"
1979-04-23,9534,1979,"Apr",23,"Mon"
1979-04-24,9842,1979,"Apr",24,"Tue"
1979-04-25,9635,1979,"Apr",25,"Wed"
1979-04-26,9335,1979,"Apr",26,"Thu"
1979-04-27,9564,1979,"Apr",27,"Fri"
1979-04-28,7953,1979,"Apr",28,"Sat"
1979-04-29,7497,1979,"Apr",29,"Sun"
1979-04-30,9518,1979,"Apr",30,"Mon"
1979-05-01,10096,1979,"May",1,"Tue"
1979-05-02,9618,1979,"May",2,"Wed"
1979-05-03,9555,1979,"May",3,"Thu"
1979-05-04,9583,1979,"May",4,"Fri"
1979-05-05,8164,1979,"May",5,"Sat"
1979-05-06,7909,1979,"May",6,"Sun"
1979-05-07,9752,1979,"May",7,"Mon"
1979-05-08,10007,1979,"May",8,"Tue"
1979-05-09,9722,1979,"May",9,"Wed"
1979-05-10,9778,1979,"May",10,"Thu"
1979-05-11,9854,1979,"May",11,"Fri"
1979-05-12,8274,1979,"May",12,"Sat"
1979-05-13,8069,1979,"May",13,"Sun"
1979-05-14,9482,1979,"May",14,"Mon"
1979-05-15,9779,1979,"May",15,"Tue"
1979-05-16,9539,1979,"May",16,"Wed"
1979-05-17,9401,1979,"May",17,"Thu"
1979-05-18,9538,1979,"May",18,"Fri"
1979-05-19,8350,1979,"May",19,"Sat"
1979-05-20,8081,1979,"May",20,"Sun"
1979-05-21,9737,1979,"May",21,"Mon"
1979-05-22,9772,1979,"May",22,"Tue"
1979-05-23,9781,1979,"May",23,"Wed"
1979-05-24,9745,1979,"May",24,"Thu"
1979-05-25,9858,1979,"May",25,"Fri"
1979-05-26,8364,1979,"May",26,"Sat"
1979-05-27,7945,1979,"May",27,"Sun"
1979-05-28,8394,1979,"May",28,"Mon"
1979-05-29,9835,1979,"May",29,"Tue"
1979-05-30,9854,1979,"May",30,"Wed"
1979-05-31,9723,1979,"May",31,"Thu"
1979-06-01,9887,1979,"Jun",1,"Fri"
1979-06-02,8549,1979,"Jun",2,"Sat"
1979-06-03,8190,1979,"Jun",3,"Sun"
1979-06-04,9771,1979,"Jun",4,"Mon"
1979-06-05,9851,1979,"Jun",5,"Tue"
1979-06-06,9841,1979,"Jun",6,"Wed"
1979-06-07,9722,1979,"Jun",7,"Thu"
1979-06-08,9589,1979,"Jun",8,"Fri"
1979-06-09,8331,1979,"Jun",9,"Sat"
1979-06-10,8309,1979,"Jun",10,"Sun"
1979-06-11,9603,1979,"Jun",11,"Mon"
1979-06-12,9820,1979,"Jun",12,"Tue"
1979-06-13,9546,1979,"Jun",13,"Wed"
1979-06-14,9798,1979,"Jun",14,"Thu"
1979-06-15,9815,1979,"Jun",15,"Fri"
1979-06-16,8661,1979,"Jun",16,"Sat"
1979-06-17,8175,1979,"Jun",17,"Sun"
1979-06-18,9732,1979,"Jun",18,"Mon"
1979-06-19,10014,1979,"Jun",19,"Tue"
1979-06-20,10091,1979,"Jun",20,"Wed"
1979-06-21,9768,1979,"Jun",21,"Thu"
1979-06-22,10007,1979,"Jun",22,"Fri"
1979-06-23,8485,1979,"Jun",23,"Sat"
1979-06-24,8132,1979,"Jun",24,"Sun"
1979-06-25,9572,1979,"Jun",25,"Mon"
1979-06-26,10116,1979,"Jun",26,"Tue"
1979-06-27,10081,1979,"Jun",27,"Wed"
1979-06-28,10086,1979,"Jun",28,"Thu"
1979-06-29,10253,1979,"Jun",29,"Fri"
1979-06-30,8923,1979,"Jun",30,"Sat"
1979-07-01,8563,1979,"Jul",1,"Sun"
1979-07-02,10075,1979,"Jul",2,"Mon"
1979-07-03,10516,1979,"Jul",3,"Tue"
1979-07-04,8708,1979,"Jul",4,"Wed"
1979-07-05,9946,1979,"Jul",5,"Thu"
1979-07-06,10353,1979,"Jul",6,"Fri"
1979-07-07,9017,1979,"Jul",7,"Sat"
1979-07-08,8624,1979,"Jul",8,"Sun"
1979-07-09,10555,1979,"Jul",9,"Mon"
1979-07-10,10793,1979,"Jul",10,"Tue"
1979-07-11,10368,1979,"Jul",11,"Wed"
1979-07-12,10729,1979,"Jul",12,"Thu"
1979-07-13,10710,1979,"Jul",13,"Fri"
1979-07-14,9344,1979,"Jul",14,"Sat"
1979-07-15,9012,1979,"Jul",15,"Sun"
1979-07-16,10481,1979,"Jul",16,"Mon"
1979-07-17,10827,1979,"Jul",17,"Tue"
1979-07-18,10531,1979,"Jul",18,"Wed"
1979-07-19,10456,1979,"Jul",19,"Thu"
1979-07-20,10668,1979,"Jul",20,"Fri"
1979-07-21,9148,1979,"Jul",21,"Sat"
1979-07-22,8873,1979,"Jul",22,"Sun"
1979-07-23,10605,1979,"Jul",23,"Mon"
1979-07-24,10851,1979,"Jul",24,"Tue"
1979-07-25,10737,1979,"Jul",25,"Wed"
1979-07-26,10663,1979,"Jul",26,"Thu"
1979-07-27,10800,1979,"Jul",27,"Fri"
1979-07-28,9418,1979,"Jul",28,"Sat"
1979-07-29,8894,1979,"Jul",29,"Sun"
1979-07-30,10534,1979,"Jul",30,"Mon"
1979-07-31,10842,1979,"Jul",31,"Tue"
1979-08-01,10876,1979,"Aug",1,"Wed"
1979-08-02,10692,1979,"Aug",2,"Thu"
1979-08-03,10797,1979,"Aug",3,"Fri"
1979-08-04,9427,1979,"Aug",4,"Sat"
1979-08-05,8887,1979,"Aug",5,"Sun"
1979-08-06,10653,1979,"Aug",6,"Mon"
1979-08-07,10853,1979,"Aug",7,"Tue"
1979-08-08,10830,1979,"Aug",8,"Wed"
1979-08-09,10570,1979,"Aug",9,"Thu"
1979-08-10,10834,1979,"Aug",10,"Fri"
1979-08-11,9286,1979,"Aug",11,"Sat"
1979-08-12,8721,1979,"Aug",12,"Sun"
1979-08-13,10096,1979,"Aug",13,"Mon"
1979-08-14,10934,1979,"Aug",14,"Tue"
1979-08-15,10490,1979,"Aug",15,"Wed"
1979-08-16,10386,1979,"Aug",16,"Thu"
1979-08-17,10398,1979,"Aug",17,"Fri"
1979-08-18,9241,1979,"Aug",18,"Sat"
1979-08-19,9196,1979,"Aug",19,"Sun"
1979-08-20,10660,1979,"Aug",20,"Mon"
1979-08-21,10910,1979,"Aug",21,"Tue"
1979-08-22,10565,1979,"Aug",22,"Wed"
1979-08-23,10700,1979,"Aug",23,"Thu"
1979-08-24,10571,1979,"Aug",24,"Fri"
1979-08-25,9325,1979,"Aug",25,"Sat"
1979-08-26,8924,1979,"Aug",26,"Sun"
1979-08-27,10577,1979,"Aug",27,"Mon"
1979-08-28,11049,1979,"Aug",28,"Tue"
1979-08-29,10534,1979,"Aug",29,"Wed"
1979-08-30,10646,1979,"Aug",30,"Thu"
1979-08-31,10873,1979,"Aug",31,"Fri"
1979-09-01,9124,1979,"Sep",1,"Sat"
1979-09-02,8738,1979,"Sep",2,"Sun"
1979-09-03,8991,1979,"Sep",3,"Mon"
1979-09-04,10494,1979,"Sep",4,"Tue"
1979-09-05,11026,1979,"Sep",5,"Wed"
1979-09-06,10796,1979,"Sep",6,"Thu"
1979-09-07,10741,1979,"Sep",7,"Fri"
1979-09-08,9160,1979,"Sep",8,"Sat"
1979-09-09,8970,1979,"Sep",9,"Sun"
1979-09-10,10577,1979,"Sep",10,"Mon"
1979-09-11,11081,1979,"Sep",11,"Tue"
1979-09-12,10598,1979,"Sep",12,"Wed"
1979-09-13,10685,1979,"Sep",13,"Thu"
1979-09-14,10994,1979,"Sep",14,"Fri"
1979-09-15,9368,1979,"Sep",15,"Sat"
1979-09-16,9225,1979,"Sep",16,"Sun"
1979-09-17,10804,1979,"Sep",17,"Mon"
1979-09-18,11185,1979,"Sep",18,"Tue"
1979-09-19,11043,1979,"Sep",19,"Wed"
1979-09-20,10699,1979,"Sep",20,"Thu"
1979-09-21,10911,1979,"Sep",21,"Fri"
1979-09-22,9383,1979,"Sep",22,"Sat"
1979-09-23,9141,1979,"Sep",23,"Sun"
1979-09-24,10954,1979,"Sep",24,"Mon"
1979-09-25,11061,1979,"Sep",25,"Tue"
1979-09-26,10807,1979,"Sep",26,"Wed"
1979-09-27,11013,1979,"Sep",27,"Thu"
1979-09-28,10915,1979,"Sep",28,"Fri"
1979-09-29,9542,1979,"Sep",29,"Sat"
1979-09-30,9112,1979,"Sep",30,"Sun"
1979-10-01,10475,1979,"Oct",1,"Mon"
1979-10-02,10911,1979,"Oct",2,"Tue"
1979-10-03,10597,1979,"Oct",3,"Wed"
1979-10-04,10314,1979,"Oct",4,"Thu"
1979-10-05,10600,1979,"Oct",5,"Fri"
1979-10-06,9138,1979,"Oct",6,"Sat"
1979-10-07,8618,1979,"Oct",7,"Sun"
1979-10-08,10043,1979,"Oct",8,"Mon"
1979-10-09,10350,1979,"Oct",9,"Tue"
1979-10-10,10199,1979,"Oct",10,"Wed"
1979-10-11,10106,1979,"Oct",11,"Thu"
1979-10-12,10421,1979,"Oct",12,"Fri"
1979-10-13,8964,1979,"Oct",13,"Sat"
1979-10-14,8482,1979,"Oct",14,"Sun"
1979-10-15,10164,1979,"Oct",15,"Mon"
1979-10-16,10256,1979,"Oct",16,"Tue"
1979-10-17,10007,1979,"Oct",17,"Wed"
1979-10-18,9774,1979,"Oct",18,"Thu"
1979-10-19,10233,1979,"Oct",19,"Fri"
1979-10-20,8691,1979,"Oct",20,"Sat"
1979-10-21,8654,1979,"Oct",21,"Sun"
1979-10-22,10246,1979,"Oct",22,"Mon"
1979-10-23,10197,1979,"Oct",23,"Tue"
1979-10-24,9984,1979,"Oct",24,"Wed"
1979-10-25,9906,1979,"Oct",25,"Thu"
1979-10-26,9987,1979,"Oct",26,"Fri"
1979-10-27,8573,1979,"Oct",27,"Sat"
1979-10-28,8598,1979,"Oct",28,"Sun"
1979-10-29,9920,1979,"Oct",29,"Mon"
1979-10-30,10502,1979,"Oct",30,"Tue"
1979-10-31,9684,1979,"Oct",31,"Wed"
1979-11-01,9919,1979,"Nov",1,"Thu"
1979-11-02,10174,1979,"Nov",2,"Fri"
1979-11-03,8630,1979,"Nov",3,"Sat"
1979-11-04,8252,1979,"Nov",4,"Sun"
1979-11-05,10056,1979,"Nov",5,"Mon"
1979-11-06,10276,1979,"Nov",6,"Tue"
1979-11-07,9966,1979,"Nov",7,"Wed"
1979-11-08,10108,1979,"Nov",8,"Thu"
1979-11-09,10102,1979,"Nov",9,"Fri"
1979-11-10,8799,1979,"Nov",10,"Sat"
1979-11-11,8760,1979,"Nov",11,"Sun"
1979-11-12,9894,1979,"Nov",12,"Mon"
1979-11-13,10451,1979,"Nov",13,"Tue"
1979-11-14,10150,1979,"Nov",14,"Wed"
1979-11-15,10181,1979,"Nov",15,"Thu"
1979-11-16,10272,1979,"Nov",16,"Fri"
1979-11-17,8696,1979,"Nov",17,"Sat"
1979-11-18,8399,1979,"Nov",18,"Sun"
1979-11-19,10355,1979,"Nov",19,"Mon"
1979-11-20,10765,1979,"Nov",20,"Tue"
1979-11-21,10043,1979,"Nov",21,"Wed"
1979-11-22,8164,1979,"Nov",22,"Thu"
1979-11-23,9480,1979,"Nov",23,"Fri"
1979-11-24,8774,1979,"Nov",24,"Sat"
1979-11-25,8342,1979,"Nov",25,"Sun"
1979-11-26,10009,1979,"Nov",26,"Mon"
1979-11-27,10274,1979,"Nov",27,"Tue"
1979-11-28,9988,1979,"Nov",28,"Wed"
1979-11-29,9720,1979,"Nov",29,"Thu"
1979-11-30,9758,1979,"Nov",30,"Fri"
1979-12-01,8343,1979,"Dec",1,"Sat"
1979-12-02,8430,1979,"Dec",2,"Sun"
1979-12-03,9642,1979,"Dec",3,"Mon"
1979-12-04,10282,1979,"Dec",4,"Tue"
1979-12-05,9932,1979,"Dec",5,"Wed"
1979-12-06,10021,1979,"Dec",6,"Thu"
1979-12-07,9869,1979,"Dec",7,"Fri"
1979-12-08,8709,1979,"Dec",8,"Sat"
1979-12-09,8213,1979,"Dec",9,"Sun"
1979-12-10,9932,1979,"Dec",10,"Mon"
1979-12-11,10308,1979,"Dec",11,"Tue"
1979-12-12,10050,1979,"Dec",12,"Wed"
1979-12-13,9700,1979,"Dec",13,"Thu"
1979-12-14,9944,1979,"Dec",14,"Fri"
1979-12-15,8473,1979,"Dec",15,"Sat"
1979-12-16,8209,1979,"Dec",16,"Sun"
1979-12-17,10273,1979,"Dec",17,"Mon"
1979-12-18,10592,1979,"Dec",18,"Tue"
1979-12-19,10257,1979,"Dec",19,"Wed"
1979-12-20,10022,1979,"Dec",20,"Thu"
1979-12-21,9963,1979,"Dec",21,"Fri"
1979-12-22,8536,1979,"Dec",22,"Sat"
1979-12-23,8104,1979,"Dec",23,"Sun"
1979-12-24,8490,1979,"Dec",24,"Mon"
1979-12-25,7968,1979,"Dec",25,"Tue"
1979-12-26,9231,1979,"Dec",26,"Wed"
1979-12-27,10504,1979,"Dec",27,"Thu"
1979-12-28,10961,1979,"Dec",28,"Fri"
1979-12-29,8990,1979,"Dec",29,"Sat"
1979-12-30,8250,1979,"Dec",30,"Sun"
1979-12-31,9782,1979,"Dec",31,"Mon"
1980-01-01,8232,1980,"Jan",1,"Tue"
1980-01-02,9011,1980,"Jan",2,"Wed"
1980-01-03,9902,1980,"Jan",3,"Thu"
1980-01-04,9939,1980,"Jan",4,"Fri"
1980-01-05,8691,1980,"Jan",5,"Sat"
1980-01-06,8213,1980,"Jan",6,"Sun"
1980-01-07,9833,1980,"Jan",7,"Mon"
1980-01-08,9822,1980,"Jan",8,"Tue"
1980-01-09,9564,1980,"Jan",9,"Wed"
1980-01-10,9759,1980,"Jan",10,"Thu"
1980-01-11,10234,1980,"Jan",11,"Fri"
1980-01-12,8613,1980,"Jan",12,"Sat"
1980-01-13,8291,1980,"Jan",13,"Sun"
1980-01-14,10101,1980,"Jan",14,"Mon"
1980-01-15,9972,1980,"Jan",15,"Tue"
1980-01-16,9660,1980,"Jan",16,"Wed"
1980-01-17,9812,1980,"Jan",17,"Thu"
1980-01-18,10180,1980,"Jan",18,"Fri"
1980-01-19,8730,1980,"Jan",19,"Sat"
1980-01-20,8457,1980,"Jan",20,"Sun"
1980-01-21,9675,1980,"Jan",21,"Mon"
1980-01-22,10076,1980,"Jan",22,"Tue"
1980-01-23,9593,1980,"Jan",23,"Wed"
1980-01-24,9908,1980,"Jan",24,"Thu"
1980-01-25,10067,1980,"Jan",25,"Fri"
1980-01-26,8730,1980,"Jan",26,"Sat"
1980-01-27,8258,1980,"Jan",27,"Sun"
1980-01-28,9880,1980,"Jan",28,"Mon"
1980-01-29,9868,1980,"Jan",29,"Tue"
1980-01-30,9677,1980,"Jan",30,"Wed"
1980-01-31,9739,1980,"Jan",31,"Thu"
1980-02-01,9996,1980,"Feb",1,"Fri"
1980-02-02,8798,1980,"Feb",2,"Sat"
1980-02-03,8285,1980,"Feb",3,"Sun"
1980-02-04,9816,1980,"Feb",4,"Mon"
1980-02-05,10251,1980,"Feb",5,"Tue"
1980-02-06,9907,1980,"Feb",6,"Wed"
1980-02-07,10108,1980,"Feb",7,"Thu"
1980-02-08,10001,1980,"Feb",8,"Fri"
1980-02-09,8772,1980,"Feb",9,"Sat"
1980-02-10,8354,1980,"Feb",10,"Sun"
1980-02-11,10154,1980,"Feb",11,"Mon"
1980-02-12,10252,1980,"Feb",12,"Tue"
1980-02-13,9790,1980,"Feb",13,"Wed"
1980-02-14,10432,1980,"Feb",14,"Thu"
1980-02-15,10201,1980,"Feb",15,"Fri"
1980-02-16,8918,1980,"Feb",16,"Sat"
1980-02-17,8571,1980,"Feb",17,"Sun"
1980-02-18,9716,1980,"Feb",18,"Mon"
1980-02-19,10175,1980,"Feb",19,"Tue"
1980-02-20,10093,1980,"Feb",20,"Wed"
1980-02-21,10156,1980,"Feb",21,"Thu"
1980-02-22,10268,1980,"Feb",22,"Fri"
1980-02-23,8956,1980,"Feb",23,"Sat"
1980-02-24,8604,1980,"Feb",24,"Sun"
1980-02-25,10032,1980,"Feb",25,"Mon"
1980-02-26,10177,1980,"Feb",26,"Tue"
1980-02-27,9783,1980,"Feb",27,"Wed"
1980-02-28,10211,1980,"Feb",28,"Thu"
1980-02-29,9615,1980,"Feb",29,"Fri"
1980-03-01,8610,1980,"Mar",1,"Sat"
1980-03-02,8339,1980,"Mar",2,"Sun"
1980-03-03,10053,1980,"Mar",3,"Mon"
1980-03-04,10113,1980,"Mar",4,"Tue"
1980-03-05,9978,1980,"Mar",5,"Wed"
1980-03-06,10067,1980,"Mar",6,"Thu"
1980-03-07,10043,1980,"Mar",7,"Fri"
1980-03-08,8883,1980,"Mar",8,"Sat"
1980-03-09,8440,1980,"Mar",9,"Sun"
1980-03-10,9922,1980,"Mar",10,"Mon"
1980-03-11,10234,1980,"Mar",11,"Tue"
1980-03-12,10075,1980,"Mar",12,"Wed"
1980-03-13,9770,1980,"Mar",13,"Thu"
1980-03-14,9961,1980,"Mar",14,"Fri"
1980-03-15,8711,1980,"Mar",15,"Sat"
1980-03-16,8429,1980,"Mar",16,"Sun"
1980-03-17,10259,1980,"Mar",17,"Mon"
1980-03-18,10101,1980,"Mar",18,"Tue"
1980-03-19,10111,1980,"Mar",19,"Wed"
1980-03-20,9799,1980,"Mar",20,"Thu"
1980-03-21,10356,1980,"Mar",21,"Fri"
1980-03-22,8902,1980,"Mar",22,"Sat"
1980-03-23,8530,1980,"Mar",23,"Sun"
1980-03-24,10100,1980,"Mar",24,"Mon"
1980-03-25,10553,1980,"Mar",25,"Tue"
1980-03-26,10094,1980,"Mar",26,"Wed"
1980-03-27,9952,1980,"Mar",27,"Thu"
1980-03-28,10115,1980,"Mar",28,"Fri"
1980-03-29,8867,1980,"Mar",29,"Sat"
1980-03-30,8482,1980,"Mar",30,"Sun"
1980-03-31,9897,1980,"Mar",31,"Mon"
1980-04-01,10146,1980,"Apr",1,"Tue"
1980-04-02,10088,1980,"Apr",2,"Wed"
1980-04-03,9887,1980,"Apr",3,"Thu"
1980-04-04,10033,1980,"Apr",4,"Fri"
1980-04-05,8476,1980,"Apr",5,"Sat"
1980-04-06,8413,1980,"Apr",6,"Sun"
1980-04-07,9863,1980,"Apr",7,"Mon"
1980-04-08,10323,1980,"Apr",8,"Tue"
1980-04-09,9957,1980,"Apr",9,"Wed"
1980-04-10,9943,1980,"Apr",10,"Thu"
1980-04-11,9945,1980,"Apr",11,"Fri"
1980-04-12,8544,1980,"Apr",12,"Sat"
1980-04-13,8281,1980,"Apr",13,"Sun"
1980-04-14,9821,1980,"Apr",14,"Mon"
1980-04-15,10141,1980,"Apr",15,"Tue"
1980-04-16,10130,1980,"Apr",16,"Wed"
1980-04-17,9751,1980,"Apr",17,"Thu"
1980-04-18,9961,1980,"Apr",18,"Fri"
1980-04-19,8642,1980,"Apr",19,"Sat"
1980-04-20,8460,1980,"Apr",20,"Sun"
1980-04-21,10004,1980,"Apr",21,"Mon"
1980-04-22,10344,1980,"Apr",22,"Tue"
1980-04-23,9985,1980,"Apr",23,"Wed"
1980-04-24,9870,1980,"Apr",24,"Thu"
1980-04-25,10007,1980,"Apr",25,"Fri"
1980-04-26,8410,1980,"Apr",26,"Sat"
1980-04-27,7856,1980,"Apr",27,"Sun"
1980-04-28,9926,1980,"Apr",28,"Mon"
1980-04-29,10155,1980,"Apr",29,"Tue"
1980-04-30,9832,1980,"Apr",30,"Wed"
1980-05-01,10131,1980,"May",1,"Thu"
1980-05-02,9991,1980,"May",2,"Fri"
1980-05-03,8659,1980,"May",3,"Sat"
1980-05-04,8086,1980,"May",4,"Sun"
1980-05-05,9951,1980,"May",5,"Mon"
1980-05-06,10199,1980,"May",6,"Tue"
1980-05-07,9524,1980,"May",7,"Wed"
1980-05-08,9418,1980,"May",8,"Thu"
1980-05-09,9766,1980,"May",9,"Fri"
1980-05-10,8431,1980,"May",10,"Sat"
1980-05-11,8312,1980,"May",11,"Sun"
1980-05-12,9922,1980,"May",12,"Mon"
1980-05-13,9967,1980,"May",13,"Tue"
1980-05-14,9717,1980,"May",14,"Wed"
1980-05-15,9832,1980,"May",15,"Thu"
1980-05-16,9842,1980,"May",16,"Fri"
1980-05-17,8385,1980,"May",17,"Sat"
1980-05-18,8323,1980,"May",18,"Sun"
1980-05-19,9984,1980,"May",19,"Mon"
1980-05-20,10571,1980,"May",20,"Tue"
1980-05-21,9682,1980,"May",21,"Wed"
1980-05-22,10109,1980,"May",22,"Thu"
1980-05-23,10258,1980,"May",23,"Fri"
1980-05-24,8659,1980,"May",24,"Sat"
1980-05-25,8462,1980,"May",25,"Sun"
1980-05-26,8644,1980,"May",26,"Mon"
1980-05-27,10149,1980,"May",27,"Tue"
1980-05-28,10198,1980,"May",28,"Wed"
1980-05-29,10189,1980,"May",29,"Thu"
1980-05-30,10182,1980,"May",30,"Fri"
1980-05-31,8574,1980,"May",31,"Sat"
1980-06-01,8454,1980,"Jun",1,"Sun"
1980-06-02,9933,1980,"Jun",2,"Mon"
1980-06-03,10258,1980,"Jun",3,"Tue"
1980-06-04,10010,1980,"Jun",4,"Wed"
1980-06-05,9978,1980,"Jun",5,"Thu"
1980-06-06,10222,1980,"Jun",6,"Fri"
1980-06-07,8816,1980,"Jun",7,"Sat"
1980-06-08,8183,1980,"Jun",8,"Sun"
1980-06-09,9666,1980,"Jun",9,"Mon"
1980-06-10,10340,1980,"Jun",10,"Tue"
1980-06-11,10042,1980,"Jun",11,"Wed"
1980-06-12,9966,1980,"Jun",12,"Thu"
1980-06-13,9887,1980,"Jun",13,"Fri"
1980-06-14,8715,1980,"Jun",14,"Sat"
1980-06-15,8674,1980,"Jun",15,"Sun"
1980-06-16,10249,1980,"Jun",16,"Mon"
1980-06-17,10209,1980,"Jun",17,"Tue"
1980-06-18,10336,1980,"Jun",18,"Wed"
1980-06-19,10240,1980,"Jun",19,"Thu"
1980-06-20,10326,1980,"Jun",20,"Fri"
1980-06-21,8812,1980,"Jun",21,"Sat"
1980-06-22,8733,1980,"Jun",22,"Sun"
1980-06-23,10492,1980,"Jun",23,"Mon"
1980-06-24,10859,1980,"Jun",24,"Tue"
1980-06-25,10550,1980,"Jun",25,"Wed"
